Title,Title_link,brand-title,Price,comment-star__count,brand-variants,Headline,Field1,Field2,Field3,Field4
Cereal Bar 1pc,https://www.yamibuy.com/en/p/asahi-cereal-bar-1pc/3147001581,ASAHI,,2,18 Options,Cereal Bar 1pc,2,Japan,ASAHI Yogurt,4.5
JAPAN Cheese Cuttlefish Stick 1bag,https://www.yamibuy.com/en/p/japan-marutama-cheese-cuttlefish-stick-1bag/3147006981,MARUTAMA,,7,,JAPAN Cheese Cuttlefish Stick 1bag,7,Japan,,4.4
Garlic Tomato Pasta Sauce 220g,https://www.yamibuy.com/en/p/garlic-tomato-pasta-sauce-220g/3147010011,NISSIN,,1,,Garlic Tomato Pasta Sauce 220g,1,Japan,,5
Mentaiko Carbonara Pasta Sauce 220g,https://www.yamibuy.com/en/p/mentaiko-carbonara-pasta-sauce-220g/3147009851,NISSIN,,,29 Options,Mentaiko Carbonara Pasta Sauce 220g,Be the first!,Japan,,
Smoke-Oil Salmon Trout 100g,https://www.yamibuy.com/en/p/smoke-oil-salmon-trout-100g/3147011021,HOKKAIDO,,,29 Options,Smoke-Oil Salmon Trout 100g,Be the first!,Japan,Smoke-Oil Salmon Trout 100g,
JAPAN GINZO Curry  180g,https://www.yamibuy.com/en/p/japan-meiji-ginzo-curry-180g/3147004851,MEIJI,,,29 Options,JAPAN GINZO Curry  180g,Be the first!,Japan,JAPAN MEIJI GINZO Curry 180g,
JAPAN SELECT Mackerel SAIKYO TUKE 100g,https://www.yamibuy.com/en/p/japan-select-mackerel-saikyo-tuke-1000g/3147006051,HOKKAIDO,,,29 Options,JAPAN SELECT Mackerel SAIKYO TUKE 100g,Be the first!,Japan,SELECT Mackerel SAIKYO TUKE 100g,
Cereal Bar 1pc,https://www.yamibuy.com/en/p/asahi-cereal-bar-1pc/3147001571,ASAHI,,1,18 Options,Cereal Bar 1pc,1,Japan,ASAHI Cocoa,5
JAPAN GINZO Curry 180g,https://www.yamibuy.com/en/p/japan-meiji-ginzo-curry-180g/3147004841,MEIJI,,,29 Options,JAPAN GINZO Curry 180g,Be the first!,Japan,JAPAN MEIJI GINZO Curry 180g,
Cereal Bar Nuts 1pc,https://www.yamibuy.com/en/p/cereal-bar-nuts-1pc/3147010021,ASAHI,,,18 Options,Cereal Bar Nuts 1pc,Be the first!,Japan,Cereal Bar Nuts 1pc,
Mentaiko Pasta Sauce 81g,https://www.yamibuy.com/en/p/mentaiko-pasta-sauce-81g/3147008191,S&B,,2,29 Options,Mentaiko Pasta Sauce 81g,2,Japan,Mentaiko Pasta Sauce 81g,5
Crab Tomato Cream Pasta Sauce 220g,https://www.yamibuy.com/en/p/crab-tomato-cream-pasta-sauce-220g/3147009681,NISSIN,,,29 Options,Crab Tomato Cream Pasta Sauce 220g,Be the first!,Japan,Crab Tomato Cream Pasta Sauce 220g,
JAPAN Fusitriton Oregonensis  AJILLO 80g,https://www.yamibuy.com/en/p/japan-hokkaido-fusitriton-oregonensis-ajillo-80g/3147006041,HOKKAIDO,,1,29 Options,JAPAN Fusitriton Oregonensis  AJILLO 80g,1,Japan,HOKKAIDO Fusitriton Oregonensis AJILLO 80g,5
Cereal Bar 1pc,https://www.yamibuy.com/en/p/asahi-cereal-bar-1pc/3147001541,ASAHI,,2,18 Options,Cereal Bar 1pc,2,Japan,White Chocolate,4.5
HOKKAIDO CURRY 160g,https://www.yamibuy.com/en/p/miyazakigyu-mango-curry-180g/3147008531,TOKYO,,2,29 Options,HOKKAIDO CURRY 160g,2,China,HOKKAIDO CURRY 160g,5
SAGA KUROKEWAGYU Curry 160g,https://www.yamibuy.com/en/p/saga-kurokewagyu-curry-180g/3147008521,TOKYO,,1,29 Options,SAGA KUROKEWAGYU Curry 160g,1,China,SAGA KUROKEWAGYU Curry 160g,5
JAPAN CHIYOUSHITA CAN SANMA 100g,https://www.yamibuy.com/en/p/japan-chiyoushita-can-sanma-100g/3147008761,CHIYODA,,1,29 Options,JAPAN CHIYOUSHITA CAN SANMA 100g,Be the first!,Japan,CHIYOUSHITA CAN SANMA 100g,5
JAPAN Lobster Tomato Pasta Sauce 130g,https://www.yamibuy.com/en/p/japan-heinz-lobster-tomato-pasta-sauce-130g/3147006661,Heinz,,,29 Options,JAPAN Lobster Tomato Pasta Sauce 130g,Be the first!,United States,HEINZ Lobster Tomato Pasta Sauce,
Super spicy Peperoncino 80g,https://www.yamibuy.com/en/p/super-spicy-peperoncino-80g/3147010991,S&B,,,29 Options,Super spicy Peperoncino 80g,Be the first!,Japan,Super spicy Peperoncino 80g,
JAPAN CHIYOUSHITA CAN IWASHI 100g,https://www.yamibuy.com/en/p/japan-chiyoushita-can-iwashi-100g/3147008771,CHIYODA,,,29 Options,JAPAN CHIYOUSHITA CAN IWASHI 100g,Be the first!,Japan,CHIYOUSHITA CAN IWASHI 100g,
ITALY GENOVESE Flavor 50g,https://www.yamibuy.com/en/p/italy-genovese-flavor-50g/3147009701,NISSIN,,,29 Options,ITALY GENOVESE Flavor 50g,Be the first!,Japan,,
ITALY PEPERONCINO Flavor 50g,https://www.yamibuy.com/en/p/italy-peperoncino-flavor-50g/3147009691,NISSIN,,1,29 Options,ITALY PEPERONCINO Flavor 50g,1,Japan,,5
Cereal Bar 1pc,https://www.yamibuy.com/en/p/asahi-cereal-bar/3147001531,ASAHI,,2,18 Options,Cereal Bar 1pc,2,Japan,ASAHI Almond,4.5
Cereal Bar 1pc,https://www.yamibuy.com/en/p/asahi-cereal-bar-1pc/3147001551,ASAHI,,2,18 Options,Cereal Bar 1pc,2,Japan,ASAHI Brown sugar,4
Egg Roll 448g,https://www.yamibuy.com/en/p/mei-xin-egg-roll-448g/1017017191,MEI XIN,,176,,Egg Roll 448g,176,Hong Kong,Hong Kong,4.9
Egg Roll Original Flavor 454g,https://www.yamibuy.com/en/p/eulong-egg-roll-original-flavor-454g/1017020181,EULONG,,8,,Egg Roll Original Flavor 454g,8,Hong Kong,Hong Kong,5
Egg Roll Milk Cream Flavor 180g,https://www.yamibuy.com/en/p/imei-egg-roll-milk-cream-flavor-180g/1017020161,IMEI,$4.59,3,2 Options,Egg Roll Milk Cream Flavor 180g,3,Taiwan,Taiwan,5
Egg Roll Biscuits Salty Black Garlic Flavor 72g,https://www.yamibuy.com/en/p/mincher-egg-roll-biscuits-salty-black-garlic-flavor-72g/1017026551,MINCHER,$2.99,5,3 Options,Egg Roll Biscuits Salty Black Garlic Flavor 72g,5,Taiwan,Taiwan,5
Lubera Egg Roll Cookie 50g,https://www.yamibuy.com/en/p/bourbon-lubera-egg-cookie-50g/1017006191,BOURBON,,340,,Lubera Egg Roll Cookie 50g,340,Japan,Japan,4.7
2022 New Year Egg Roll Gift Box 32pc,https://www.yamibuy.com/en/p/2022-new-year-egg-roll-gift-box-32pc/1017044161,Yoku Moku,,,,2022 New Year Egg Roll Gift Box 32pc,Be the first!,Japan,,
Egg Roll Sesame Flavor 454g,https://www.yamibuy.com/en/p/eulong-egg-roll-sesame-flavor-454g/1017020171,EULONG,$8.99,6,,Egg Roll Sesame Flavor 454g,6,Hong Kong,Hong Kong,4.3
2022 New Year Japanese Egg Roll Gift Box 20pc,https://www.yamibuy.com/en/p/2022-new-year-japanese-egg-roll-gift-box-20pc/1017044151,Yoku Moku,$28.99,3,,2022 New Year Japanese Egg Roll Gift Box 20pc,3,Japan,,5
【Editor's Pick】Oolong Tea+Egg Roll,https://www.yamibuy.com/en/p/editor-s-pick-oolong-tea-egg-roll/1017044121,MEI XIN,,,,【Editor's Pick】Oolong Tea+Egg Roll,Be the first!,Hong Kong,Hong Kong,
Egg Roll Biscuits Scallion Flavor 72g,https://www.yamibuy.com/en/p/mincher-egg-roll-biscuits-scallion-flavor-72g/1017026251,MINCHER,$3.99,34,3 Options,Egg Roll Biscuits Scallion Flavor 72g,34,Taiwan,Scallion Flavor 72g,4.3
Egg Yolk crisp egg roll 160g,https://www.yamibuy.com/en/p/kamon-egg-yolk-crisp-egg-roll-25g-20/1017029881,KAMON,,18,4 Options,Egg Yolk crisp egg roll 160g,18,China,Egg Yolk Flavor,4.9
Egg Roll with Gift Box 425g,https://www.yamibuy.com/en/p/khong-guan-egg-roll-with-gift-box-425g/1017006391,KHONG GUAN,$8.69,30,,Egg Roll with Gift Box 425g,30,Singapore,Malaysia,4.3
Sauce Egg Roll Sesame flavor 200g,https://www.yamibuy.com/en/p/ching-tse-sauce-egg-roll-sesame-flavor-250g/1017034161,CHING TSE,,14,,Sauce Egg Roll Sesame flavor 200g,14,Taiwan,,4.9
Peanut Filling Egg Roll 12pc Gift Set,https://www.yamibuy.com/en/p/sweet-peanut-filling-egg-roll-cookie-12pcs/1017037101,Bluebird Travel,$29.99,4,3 Options,Peanut Filling Egg Roll 12pc Gift Set,4,Taiwan,Taiwan,4.8
Lava Egg Roll Coconut Flavor 336g,https://www.yamibuy.com/en/p/egg-roll-coconut-flavor-336g/1017037611,MAIDILI,$4.49,2,,Lava Egg Roll Coconut Flavor 336g,2,China,,5
Chocolate Egg Roll 36g,https://www.yamibuy.com/en/p/chocolate-lubera-bitter-36g/1017039111,BOURBON,$2.99,1,,Chocolate Egg Roll 36g,1,Japan,,5
Cigar Egg Roll Original Flavor 14pc,https://www.yamibuy.com/en/p/original-cigar-egg-roll-14pc/1017037021,Yoku Moku,,6,,Cigar Egg Roll Original Flavor 14pc,6,Japan,,4
Soybean Milk Flavor Crispy Egg Roll 218g,https://www.yamibuy.com/en/p/soybean-milk-flavor-crispy-egg-roll-218g/1017040341,KALUOKAMAN,$3.89,16,5 Options,Soybean Milk Flavor Crispy Egg Roll 218g,16,China,Soybean Milk Flavor,4.9
Picola Mild Chocolate Egg Roll 2pcs,https://www.yamibuy.com/en/p/ybc-picola-mild-chocolate-egg-roll-2pcs/1017004551,YBC,,49,2 Options,Picola Mild Chocolate Egg Roll 2pcs,49,Japan,Japan,4.6
Premier Handmade French Butter Egg Roll Rye Flavor,https://www.yamibuy.com/en/p/buttter-eggrolls-rye/1017031601,KING OF BEARD,$12.99,17,2 Options,Premier Handmade French Butter Egg Roll Rye Flavor,17,China,Rye,4.3
Sauce Egg Roll Peanut flavor 200g,https://www.yamibuy.com/en/p/ching-tse-sauce-egg-roll-peanut-flavor-250g/1017034151,CHING TSE,$25.99,12,,Sauce Egg Roll Peanut flavor 200g,12,Taiwan,,4.9
Soy Milk Flavor Egg Roll,https://www.yamibuy.com/en/p/soy-milk-flavor-egg-roll/1017039831,豆の年华,$5.99,3,,Soy Milk Flavor Egg Roll,3,China,,4.7
Lava Egg Roll Coconut Flavor 200g,https://www.yamibuy.com/en/p/egg-roll-coconut-flavor-200g/1017036851,OTHER BRANDS,$3.29,2,,Lava Egg Roll Coconut Flavor 200g,2,N/A,,5
Lava Egg Roll Durian Flavor 258g,https://www.yamibuy.com/en/p/cakes-durian-258g/1016085661,YO MAN,$3.89,2,,Lava Egg Roll Durian Flavor 258g,2,China,,4
Egg Roll Biscuits Salty Egg Yolk Flavor 72g,https://www.yamibuy.com/en/p/mincher-egg-roll-biscuits-salty-egg-yolk-flavor-72g/1017026261,MINCHER,$3.99,57,3 Options,Egg Roll Biscuits Salty Egg Yolk Flavor 72g,57,Taiwan,,4.1
Black Sugar Milk Egg Roll,https://www.yamibuy.com/en/p/black-sugar-milk-egg-roll/1017041201,TIGER SUGAR,$18.99,9,,Black Sugar Milk Egg Roll,9,Taiwan,,4.7
Premier Handmade French Butter Egg Roll Original Flavor,https://www.yamibuy.com/en/p/buttter-eggrolls-original/1017031611,KING OF BEARD,$12.99,46,2 Options,Premier Handmade French Butter Egg Roll Original Flavor,46,China,Original,4.4
Jasmine Tea 170g+Egg Roll 448g,https://www.yamibuy.com/en/p/jasmine-tea-170g-egg-roll-448g/1017044131,MEI XIN,,,,Jasmine Tea 170g+Egg Roll 448g,Be the first!,Hong Kong,Hong Kong,
Black Sesame Filling Egg Roll 12pc,https://www.yamibuy.com/en/p/black-sesame-filling-egg-roll-cookie-12pcs/1017037111,Bluebird Travel,$29.99,2,3 Options,Black Sesame Filling Egg Roll 12pc,2,Taiwan,Taiwan,5
Chocolate crisp egg roll 160g,https://www.yamibuy.com/en/p/kamon-chocolate-crisp-egg-roll-25g-20/1017029871,KAMON,,2,4 Options,Chocolate crisp egg roll 160g,2,China,Chocolate Flavor,3
Durian crisp egg roll 160g,https://www.yamibuy.com/en/p/kamon-durian-crisp-egg-roll-160g/1017029901,KAMON,,23,4 Options,Durian crisp egg roll 160g,23,China,Durian Flavor,4.8
Pineapple crisp egg roll 160g,https://www.yamibuy.com/en/p/kamon-pineapple-crisp-egg-roll-25g-20/1017029891,KAMON,,4,4 Options,Pineapple crisp egg roll 160g,4,China,Pineapple Flavor,5
Egg Roll Mix 12/pk,https://www.yamibuy.com/en/p/bluebird-travel-egg-roll-mix-12-pk/1017037001,Bluebird Travel,$39.99,,,Egg Roll Mix 12/pk,Be the first!,China,,
Matcha Egg Roll 5pc,https://www.yamibuy.com/en/p/lubera-matcha-zhu-ancient-power-chocolate-5-s/1017038301,BOURBON,$2.99,1,,Matcha Egg Roll 5pc,1,Japan,,3
Fish Floss Egg Roll 66g,https://www.yamibuy.com/en/p/imei-fish-floss-egg-roll-66g/1017005061,IMEI,$2.29,30,3 Options,Fish Floss Egg Roll 66g,30,Taiwan,,4.9
Egg Roll Sesame 144g,https://www.yamibuy.com/en/p/lam-sheng-kee-egg-roll-sesame-144g/1017005881,LAM SHENG KEE,$3.39,17,,Egg Roll Sesame 144g,17,Taiwan,,4.5
Picola Uji Matcha Latte Egg Roll 12 pc,https://www.yamibuy.com/en/p/picola-uji-matcha-latte-cookies-12-pc/1017038291,YBC,$2.49,3,,Picola Uji Matcha Latte Egg Roll 12 pc,3,Japan,,5
Dark Chocolate Egg Roll 8pc Gift Set,https://www.yamibuy.com/en/p/dark-chocolate-egg-roll-cookie-8pcs/1017037091,Bluebird Travel,$26.99,2,3 Options,Dark Chocolate Egg Roll 8pc Gift Set,2,Taiwan,Taiwan,5
Egg Roll(Cream Flavor+Sesame Flavor),https://www.yamibuy.com/en/p/master-kong-egg-roll-cream-flavor-sesame-flavor/1017035221,MASTER KONG,,3,,Egg Roll(Cream Flavor+Sesame Flavor),3,China,,4.3
Chocolate Roll Taro Flavor 273g,https://www.yamibuy.com/en/p/imei-chocolate-roll-taro-flavor-273g/1017020021,IMEI,$4.59,6,3 Options,Chocolate Roll Taro Flavor 273g,Be the first!,Taiwan,Taiwan,4.2
Rice Roll Real Coconut Milk Original Flavor 100g,https://www.yamibuy.com/en/p/coco-rice-roll-real-coconut-milk-original-flavor-100g/1017024781,COCO,$3.29,10,2 Options,Rice Roll Real Coconut Milk Original Flavor 100g,10,Thailand,Thailand,4.9
Chocolate Roll Green Tea Flavor 273g,https://www.yamibuy.com/en/p/imei-chocolate-roll-green-tea-flavor-273g/1017020011,IMEI,$4.59,3,3 Options,Chocolate Roll Green Tea Flavor 273g,3,Taiwan,Taiwan,5
Chocolate Roll Strawberry Flavor 273g,https://www.yamibuy.com/en/p/imei-chocolate-roll-strawberry-flavor-273g/1017020001,IMEI,$4.59,1,3 Options,Chocolate Roll Strawberry Flavor 273g,1,Taiwan,Taiwan,5
Color Flute Roll Chocolate Flavor 40g,https://www.yamibuy.com/en/p/master-kong-color-flute-roll-cantaloupe-flavor-40g/1017033181,MASTER KONG,$1.49,29,3 Options,Color Flute Roll Chocolate Flavor 40g,Be the first!,China,Chocolate Flavor,4.8
JOONGMA-GO Black Sesame Roll Cookie Cracker 365g,https://www.yamibuy.com/en/p/surasang-joongma-go-black-sesame-roll-cookie-cracker-365g/1017005261,SURASANG,$6.29,60,,JOONGMA-GO Black Sesame Roll Cookie Cracker 365g,60,Korea,Korea,4.2
LIOUCIOU FU WEI Handmade Twisted Roll Wasabi Powder 200g,https://www.yamibuy.com/en/p/liouciou-fu-wei-handmade-twisted-roll-wasabi-powder-200g/1017009841,LIOUCIOUFUWEI,$3.89,11,5 Options,LIOUCIOU FU WEI Handmade Twisted Roll Wasabi Powder 200g,11,Taiwan,Taiwan,4.4
KANGSHIFU Crispy Biscuit Roll (Sesame) 384g,https://www.yamibuy.com/en/p/kangshifu-crispy-biscuit-roll-sesame-384g/1017005651,MASTER KONG,$10.99,59,,KANGSHIFU Crispy Biscuit Roll (Sesame) 384g,59,China,China,4.8
Color Flute Roll Strawberry Flavor 40g,https://www.yamibuy.com/en/p/master-kong-color-flute-roll-cantaloupe-flavor-40g/1017033171,MASTER KONG,$1.49,30,3 Options,Color Flute Roll Strawberry Flavor 40g,30,China,Strawberry Flavor,4.8
KANGSHIFU Crispy Biscuit Roll (Rich Cream) 384g,https://www.yamibuy.com/en/p/kangshifu-crispy-biscuit-roll-rich-cream-384g/1017005631,MASTER KONG,$10.99,40,,KANGSHIFU Crispy Biscuit Roll (Rich Cream) 384g,Be the first!,China,China,4.6
Durian Roll 10g*8,https://www.yamibuy.com/en/p/sunnyhills-durian-roll-10g-8/1017032401,SunnyHills,,44,,Durian Roll 10g*8,44,Taiwan,,4.6
Color Flute Roll Melon Flavor 40g,https://www.yamibuy.com/en/p/master-kong-color-flute-roll-strawberry-flavor-40g/1017033191,MASTER KONG,$1.49,19,3 Options,Color Flute Roll Melon Flavor 40g,19,China,,4.7
Green Tea Chocolate Roll 137g,https://www.yamibuy.com/en/p/imei-green-tea-chocolate-roll-137g/1017005111,IMEI,$2.59,20,3 Options,Green Tea Chocolate Roll 137g,20,Taiwan,,4.2
Wafer Roll Fuyuan Peanut Butter 400g,https://www.yamibuy.com/en/p/healthful-wafer-roll-fuyuan-peanut-butter-400g/1017036051,Healthful,$17.99,8,,Wafer Roll Fuyuan Peanut Butter 400g,8,Taiwan,,4.9
GAVOTTES Wafer Roll 990g,https://www.yamibuy.com/en/p/gavottes-crepes-990g/1017043001,GAVOTTES,$22.99,,,GAVOTTES Wafer Roll 990g,Be the first!,France,,
KANGSHIFU Crispy Biscuit Roll 108g,https://www.yamibuy.com/en/p/kangshifu-crispy-biscuit-roll-108g/1017028141,MASTER KONG,$3.99,12,,KANGSHIFU Crispy Biscuit Roll 108g,12,China,,5
Cigar Roll Cookie Black Forest Mocha Flavor 20pc 200g,https://www.yamibuy.com/en/p/cigar-roll-tin-box-black-forest-mocha-10g-20/1017038491,LIFANG,$39.99,1,3 Options,Cigar Roll Cookie Black Forest Mocha Flavor 20pc 200g,1,Taiwan,Mocha Flavor,4
Coconut Roll Original Flavor 108g,https://www.yamibuy.com/en/p/coconut-rolls-108g/1017039611,YO MAN,$3.39,4,,Coconut Roll Original Flavor 108g,4,China,,4.5
Cheese Bites Crispy Grain Roll 30g,https://www.yamibuy.com/en/p/ouma-cheese-crispy-grain-roll-30g/1017026521,OUMA,$1.49,3,2 Options,Cheese Bites Crispy Grain Roll 30g,3,Korea,Korea,4.7
Twisted Roll Green Onion Flavor 512g,https://www.yamibuy.com/en/p/twisted-roll-green-onion-flavor-512g/1017036531,CHENJIWANGFU,$5.59,2,,Twisted Roll Green Onion Flavor 512g,2,China,,5
Twisted Roll Original Flavor 512g,https://www.yamibuy.com/en/p/twisted-roll-original-flavor-512g/1017036501,CHENJIWANGFU,$5.59,1,,Twisted Roll Original Flavor 512g,1,China,,5
Twisted Roll Original Flavor 450g,https://www.yamibuy.com/en/p/panxiangji-xiao-ma-hua-original-flavor-450g/1016035791,panxiangji,$6.99,1,2 Options,Twisted Roll Original Flavor 450g,1,China,,4
Twist Roll Sweet and Spicy Flavor 118g,https://www.yamibuy.com/en/p/twist-roll-sweet-and-spicy-flavor-118g/1017037461,Red Gulin,,1,2 Options,Twist Roll Sweet and Spicy Flavor 118g,1,China,Sweet and Spicy Flavor,4
Choco Roll Taro Flavor 137g,https://www.yamibuy.com/en/p/imei-choco-roll-taro-flavor-137g/1017004701,IMEI,$2.59,68,3 Options,Choco Roll Taro Flavor 137g,68,Taiwan,Taro,4.4
MengAi Handmade Egg Rolls Earl Grey Flavor 108g,https://www.yamibuy.com/en/p/yanghang-mengai-handmade-egg-rolls-earl-grey-flavor-108g/1017021411,YANGHANG,$2.93,6,3 Options,MengAi Handmade Egg Rolls Earl Grey Flavor 108g,6,China,China,4.7
Sea Naviy Rice Cracker Egg Flavor 138g,https://www.yamibuy.com/en/p/sea-naviy-rice-cracker-egg-flavor-138g/1017023061,SEANAVIY,$4.29,,3 Options,Sea Naviy Rice Cracker Egg Flavor 138g,Be the first!,China,China,
Choco Roll Pudding Flavor 137g,https://www.yamibuy.com/en/p/imei-choco-roll-pudding-flavor-137g/1017004691,IMEI,$2.59,42,3 Options,Choco Roll Pudding Flavor 137g,42,Taiwan,Taiwan,4.3
MengAi Handmade Egg Rolls Deep Sea Shrimp Flavor 108g,https://www.yamibuy.com/en/p/yanghang-mengai-handmade-egg-rolls-deep-sea-shrimp-flavor-108g/1017021421,YANGHANG,$2.93,3,3 Options,MengAi Handmade Egg Rolls Deep Sea Shrimp Flavor 108g,3,China,China,4.7
Roll Cookie Milk Cream Flavor 105g,https://www.yamibuy.com/en/p/hsufuchi-roll-cookie-milk-cream-flavor-105g/1017006311,HSUFUCHI,,13,2 Options,Roll Cookie Milk Cream Flavor 105g,13,Taiwan,China,4.8
mini balm roll white cream 190g,https://www.yamibuy.com/en/p/bourbon-mini-balm-roll-white-cream-200g/1017030531,BOURBON,$4.99,16,,mini balm roll white cream 190g,16,Japan,,4.6
Roll Cookie Strawberry Flavor 105g,https://www.yamibuy.com/en/p/hsufuchi-roll-cookie-strawberry-flavor-105g/1017006301,HSUFUCHI,,6,2 Options,Roll Cookie Strawberry Flavor 105g,6,Taiwan,Taiwan,4.8
Korean Wafer Roll Sea Lettuce Flavor 210g,https://www.yamibuy.com/en/p/korean-wafer-roll-sea-lettuce-flavor-210g/1017028901,JAYONE,,11,,Korean Wafer Roll Sea Lettuce Flavor 210g,11,Korea,,3.8
"Twisted Roll Caramel Flavor, 512g",https://www.yamibuy.com/en/p/twisted-roll-caramel-flavor-512g/1017036511,CHENJIWANGFU,$5.59,5,,"Twisted Roll Caramel Flavor, 512g",5,China,,5
LIOUCIOU FU WEI Handmade Twisted Roll Seaweed Flavor 200g,https://www.yamibuy.com/en/p/liouciou-fu-wei-handmade-twisted-roll-seaweed-flavor-200g/1017009831,LIOUCIOUFUWEI,$3.89,14,5 Options,LIOUCIOU FU WEI Handmade Twisted Roll Seaweed Flavor 200g,14,Taiwan,Taiwan,4.8
Twist Roll Barbecue Flavor 118g【Best Before 8/17/2021】,https://www.yamibuy.com/en/p/twist-roll-barbecue-flavor-118g/1017037451,Red Gulin,,5,2 Options,Twist Roll Barbecue Flavor 118g【Best Before 8/17/2021】,5,China,BBQ Flavor,4.4
Spiced Twisted Roll 512g,https://www.yamibuy.com/en/p/spiced-twisted-roll-512g/1017036521,CHENJIWANGFU,$5.59,3,,Spiced Twisted Roll 512g,3,China,,4.7
Cigar Roll Cookie Vanilla Cream Flavor 20pc 220g,https://www.yamibuy.com/en/p/cigar-roll-tin-box-vanilla-cream-11g-20/1017038471,LIFANG,$39.99,,3 Options,Cigar Roll Cookie Vanilla Cream Flavor 20pc 220g,Be the first!,Taiwan,Vanilla Cream Flavor,
MengAi Handmade Egg Rolls Sesame Flavor 108g,https://www.yamibuy.com/en/p/yanghang-mengai-handmade-egg-rolls-sesame-flavor-108g/1017021431,YANGHANG,$2.93,2,3 Options,MengAi Handmade Egg Rolls Sesame Flavor 108g,2,China,China,4
Wafer Roll Strawberry 400g,https://www.yamibuy.com/en/p/healthful-wafer-roll-strawberry-400g/1017036031,Healthful,$15.99,6,,Wafer Roll Strawberry 400g,6,Taiwan,,5
LIOUCIOU FU WEI Handmade Twisted Roll Original 200g,https://www.yamibuy.com/en/p/liouciou-fu-wei-handmade-twisted-roll-original-200g/1017007371,LIOUCIOUFUWEI,$3.89,100,5 Options,LIOUCIOU FU WEI Handmade Twisted Roll Original 200g,100,Taiwan,Taiwan,4.8
