Title,Title_link,Thumbnail,brand-title,Price,brand-variants,comment-star__count,Headline,DetailPrice,OriginalPrice,Field1,Field2,Field3
Zidi Potato Chips Seaweed Flavor 100g,https://www.yamibuy.com/en/p/zidi-potato-chips-seaweed-flavor-100g/3017037341,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Sunway Snack,,4 Options,4,Zidi Potato Chips Seaweed Flavor 100g,$3.25,$3.99,4,United States,5
Spicy Corn Chip 34g,https://www.yamibuy.com/en/p/spicy-corn-chip-34g/3017041551,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,COSMOS,,,,Spicy Corn Chip 34g,$4.79,$5.99,Be the first!,Korea,
Classic Pop Corn Durian Flavoured Cracker 60g,https://www.yamibuy.com/en/p/classic-pop-corn-durian-flavoured-cracker-60g/3017042121,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOPIKO,,,,Classic Pop Corn Durian Flavoured Cracker 60g,$6.39,$7.99,Be the first!,Indonesia,
French Fries BlackTruffle 60g,https://www.yamibuy.com/en/p/french-fries-blacktruffle-60g/3017040231,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,AND EHT FRIET,,9 Options,,French Fries BlackTruffle 60g,$7.90,$15.99,Be the first!,Japan,
Bruschette Chips Mediterranean Vegetables Flavour 70g,https://www.yamibuy.com/en/p/bruschette-chips-mediterranean-vegetables-flavour-70g/3017042201,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOPIKO,,,,Bruschette Chips Mediterranean Vegetables Flavour 70g,$6.39,$7.99,Be the first!,Indonesia,
Jigs Potato Crisps Sambal Udang Flavour 60g,https://www.yamibuy.com/en/p/jack-n-jill-jigs-potato-crisps-sambal-udang-flavour-60g/3017036961,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JACK'N JILL,,,,Jigs Potato Crisps Sambal Udang Flavour 60g,$4.79,$5.99,Be the first!,Philippine,
Bean Bean Muruku Snack Original 60g,https://www.yamibuy.com/en/p/snek-ku-bean-bean-muruku-snack-original-60g/3017038971,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SNEK KU,,,,Bean Bean Muruku Snack Original 60g,$3.99,$4.99,Be the first!,Malaysia,
TAINAN ONLY Cheng Gong Potato Chips (Cadina - Salt Flavor) 82g,https://www.yamibuy.com/en/p/tainan-only-cheng-gong-potato-chips-cadina-salt-flavor-82g/3017035661,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIEN HAW FOODS,,,,TAINAN ONLY Cheng Gong Potato Chips (Cadina - Salt Flavor) 82g,$6.64,$6.99,Be the first!,Taiwan,
Jigs Cheesy Cheese Flavour Potato Chips 70g,https://www.yamibuy.com/en/p/jack-n-jill-jigs-cheesy-cheese-flavour-potato-chips-70g/3017034631,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JACK'N JILL,,,,Jigs Cheesy Cheese Flavour Potato Chips 70g,$4.79,$5.99,Be the first!,Philippine,
JAPAN CHIPSTAR POTATO CHIPS Consomme 50g,https://www.yamibuy.com/en/p/japan-ybc-chipstar-potato-chips-consomme-50g/3017034071,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YBC,,,,JAPAN CHIPSTAR POTATO CHIPS Consomme 50g,$3.99,$7.99,Be the first!,Japan,
eternal rose flower snack box,https://www.yamibuy.com/en/p/roseonly-eternal-rose-flower-snack-box/3017032671,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Roseonly,$159.00,,,eternal rose flower snack box,,,Be the first!,China,
MISTER POTATO Honey Cheese Flavor 150g,https://www.yamibuy.com/en/p/mamee-chef-mister-potato-honey-cheese-flavor-150g/3017032181,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MAMEE CHEF,,,,MISTER POTATO Honey Cheese Flavor 150g,$4.79,$5.99,Be the first!,Malaysia,
TWISTIES Cherry Tomato Bomb 160g,https://www.yamibuy.com/en/p/twisties-cherry-tomato-bomb-160g/3017031241,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MONDELEZ,,,,TWISTIES Cherry Tomato Bomb 160g,$7.99,$9.99,Be the first!,Japan,
Corn Cheese Flavor Banana Chips 45g,https://www.yamibuy.com/en/p/hom-corn-cheese-flavor-banana-chips-45g/3017030911,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HOM,,,,Corn Cheese Flavor Banana Chips 45g,$2.00,$2.50,Be the first!,Thailand,
Sour Cream & Onion Flavor Banana Chips 45g,https://www.yamibuy.com/en/p/hom-sour-cream-onion-flavor-banana-chips-45g/3017030901,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HOM,,,,Sour Cream & Onion Flavor Banana Chips 45g,$2.00,$2.50,Be the first!,Thailand,
Sapporo Grilled Corn 6 bags,https://www.yamibuy.com/en/p/yoshimi-sapporo-grilled-corn-6-bags/3017030861,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YOSHIMI,,,,Sapporo Grilled Corn 6 bags,$12.50,$18.99,8,Japan,5
Herbal Tea Eggs Flavoured Chips 60g,https://www.yamibuy.com/en/p/miaow-miaow-herbal-tea-eggs-flavoured-chips-60g/3017029311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MIAOW MIAOW,,,,Herbal Tea Eggs Flavoured Chips 60g,$6.39,$7.99,Be the first!,Malaysia,
JAPAN DIY JYAZU  SYOYU Popcorn 67g,https://www.yamibuy.com/en/p/japan-diy-jyazu-syoyu-popcorn-67g/3017037771,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MARUJYO,,19 Options,,JAPAN DIY JYAZU  SYOYU Popcorn 67g,$5.90,$9.90,Be the first!,Japan,
Honey Butter Chips 60g,https://www.yamibuy.com/en/p/honey-butter-chips-60g/3017041601,https://cdn.yamibuy.net/item/e9c93c17e632e148d3c301889f58ee50_684x684.webp,HAITAI,,,1,Honey Butter Chips 60g,$2.99,$4.99,1,Korea,5
Dried Sakura Shrimp 150g,https://www.yamibuy.com/en/p/sakura-shrimp-150g/3017039631,https://cdn.yamibuy.net/item/71a65691b928e9457422e254454ee35a_684x684.webp,LIEN HAW FOODS,,,1,Dried Sakura Shrimp 150g,$9.49,$9.99,1,Taiwan,5
Spicy Buldak Snacks Limited Edition 90g,https://www.yamibuy.com/en/p/spicy-buldak-snacks-limited-edition-90g/3017043591,https://cdn.yamibuy.net/item/7cea359f66f3ff556eb1b7c0dba05d96_684x684.webp,CORNTOZ,,,,Spicy Buldak Snacks Limited Edition 90g,$6.39,$7.99,Be the first!,Malaysia,
KARCIE Donut DIY 4pc,https://www.yamibuy.com/en/p/karcie-donut-diy-4pc/3017041311,https://cdn.yamibuy.net/item/64f23ea45c880c0159ce30249d3c333f_684x684.webp,Kracie,,,,KARCIE Donut DIY 4pc,$7.50,$10.99,Be the first!,Japan,
Essence Potato Chips 4pc,https://www.yamibuy.com/en/p/calbee-essence-potato-chips-4pc/3017010781,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,$15.99,18 Options,,Essence Potato Chips 4pc,,,Be the first!,Japan,
Seaweed Chips 4pc,https://www.yamibuy.com/en/p/calbee-seaweed-chips-4pc/3017014231,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,$15.99,18 Options,2,Seaweed Chips 4pc,,,2,Japan,5
Brown Sugar Sweet Potato Crisp 140g,https://www.yamibuy.com/en/p/liancheng-brown-sugar-sweet-potato-crisp-140g/3017012961,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Liancheng,,,2,Brown Sugar Sweet Potato Crisp 140g,$7.59,$7.99,2,Taiwan,5
Salted Egg Yolk Crinkle Cut Chips 100g,https://www.yamibuy.com/en/p/salted-egg-yolk-crinkle-cut-chips-100g/3017041541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KL Kantin lab,,,,Salted Egg Yolk Crinkle Cut Chips 100g,$13.59,$16.99,Be the first!,Malaysia,
Kettle Chips Classic Original Limited Edition 65g,https://www.yamibuy.com/en/p/kettle-chips-classic-original-limited-edition-65g/3017043731,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WISE Cottage Fries,,,,Kettle Chips Classic Original Limited Edition 65g,$3.99,$4.99,Be the first!,Malaysia,
Opala Chocolate Potato Chips Snacks 100g,https://www.yamibuy.com/en/p/opala-chocolate-potato-chips-snacks-100g/3017041611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OISHI,,,,Opala Chocolate Potato Chips Snacks 100g,$4.79,$5.99,Be the first!,China,
HOKKAIDO Mild Bitter Chocolate Chips 190g,https://www.yamibuy.com/en/p/hokkaido-royce-mild-bitter-chocolate-chips-190g/3017012301,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ROYCE,$22.99,5 Options,1,HOKKAIDO Mild Bitter Chocolate Chips 190g,,,1,Japan,5
Kameda Kaki's Tane Ume Shiso 57g,https://www.yamibuy.com/en/p/kameda-kaki-s-tane-ume-shiso-60g/3017040941,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KAMEDA,,,,Kameda Kaki's Tane Ume Shiso 57g,$4.97,$5.99,Be the first!,Japan,
JAPAN HANABATAKEBOKUJO Cheese Popcorn 100g,https://www.yamibuy.com/en/p/japan-hokkaido-hanabatakebokujo-cheese-popcorn-100g/3017036011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HOKKAIDO,,19 Options,,JAPAN HANABATAKEBOKUJO Cheese Popcorn 100g,$10.90,$17.99,1,Japan,5
ORIENTAL Rota Potato Chips 70g,https://www.yamibuy.com/en/p/oriental-rota-potato-chips-70g/3017035231,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ORIENTAL (MALAYSIA),,,,ORIENTAL Rota Potato Chips 70g,$4.79,$5.99,Be the first!,Malaysia,
ORIENTAL Cheese Balls Snack 60g,https://www.yamibuy.com/en/p/oriental-cheese-balls-snack-60g/3017035211,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ORIENTAL (MALAYSIA),,,,ORIENTAL Cheese Balls Snack 60g,$4.79,$5.99,Be the first!,Malaysia,
ORIENTAL Chicken Ring 60g,https://www.yamibuy.com/en/p/oriental-chicken-ring-60g/3017035181,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ORIENTAL (MALAYSIA),,,,ORIENTAL Chicken Ring 60g,$4.79,$5.99,Be the first!,Malaysia,
Vegetable Snack 60g,https://www.yamibuy.com/en/p/miaow-miaow-vegetable-snack-60g/3017035171,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MIAOW MIAOW,,,,Vegetable Snack 60g,$5.59,$6.99,Be the first!,Malaysia,
Jigs Potato Crisps BBQ Flavour 65g,https://www.yamibuy.com/en/p/jack-n-jill-jigs-potato-crisps-bbq-flavour-65g/3017034641,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JACK'N JILL,,,,Jigs Potato Crisps BBQ Flavour 65g,$4.79,$5.99,Be the first!,Philippine,
MISTER POTATO BBQ Flavor Potato Crisps 150g,https://www.yamibuy.com/en/p/mamee-chef-mister-potato-bbq-flavor-potato-crisps-150g/3017032171,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MAMEE CHEF,,,,MISTER POTATO BBQ Flavor Potato Crisps 150g,$4.79,$5.99,Be the first!,Malaysia,
TWISTIES CHACHO'S Cheesy Cheese 70g,https://www.yamibuy.com/en/p/mondelez-twisties-chacho-s-cheesy-cheese-80g/3017031381,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MONDELEZ,,,,TWISTIES CHACHO'S Cheesy Cheese 70g,$7.19,$8.99,Be the first!,Japan,
TWISTIES Chili Cheese On Fire 65g,https://www.yamibuy.com/en/p/twisties-chili-cheese-on-fire-65g/3017031201,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MONDELEZ,,,,TWISTIES Chili Cheese On Fire 65g,$6.39,$7.99,Be the first!,Japan,
TWISTIES Kaboom BBQ Curry Flavor 65g,https://www.yamibuy.com/en/p/twisties-kaboom-bbq-curry-flavor-65g/3017031191,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MONDELEZ,,,,TWISTIES Kaboom BBQ Curry Flavor 65g,$6.39,$7.99,Be the first!,Japan,
JACK N JILL Calbee Classic Salted Potato Chips 60g,https://www.yamibuy.com/en/p/jack-n-jill-calbee-classic-salted-potato-chips-60g/3017029521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JACK'N JILL,,,,JACK N JILL Calbee Classic Salted Potato Chips 60g,$6.39,$7.99,Be the first!,Philippine,
JACK N JILL Calbee Flamin Chilli Flavoured Potato Chips 60g,https://www.yamibuy.com/en/p/jack-n-jill-calbee-flamin-chilli-flavoured-potato-chips-60g/3017029341,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JACK'N JILL,,,,JACK N JILL Calbee Flamin Chilli Flavoured Potato Chips 60g,$6.39,$7.99,Be the first!,Philippine,
Thai Banana Chips 50g,https://www.yamibuy.com/en/p/bestore-pumpkin-puff-spicy-taste-75g/3017027721,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BESTORE,$3.99,,,Thai Banana Chips 50g,,,Be the first!,China,
KIM Mini Hot And Spicy Potato Stick 80g,https://www.yamibuy.com/en/p/master-kim-mini-hot-and-spicy-potato-stick-80g/3017023781,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MASTER,,,,KIM Mini Hot And Spicy Potato Stick 80g,$6.39,$7.99,1,Taiwan,4
ROLLER COASTER BBQ Flavoured Potato Rings 60g,https://www.yamibuy.com/en/p/jack-n-jill-roller-coaster-bbq-flavoured-potato-rings-60g/3017023701,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JACK'N JILL,,3 Options,,ROLLER COASTER BBQ Flavoured Potato Rings 60g,$5.59,$6.99,1,Philippine,5
HOKKAIDO Sea Salt Chips 6pc,https://www.yamibuy.com/en/p/calbee-hokkaido-sea-salt-chips-6pc/3017011321,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,$18.99,18 Options,3,HOKKAIDO Sea Salt Chips 6pc,,,3,Japan,5
Twisties Kaya Butter Toast Flavoured Corn Snacks 60g,https://www.yamibuy.com/en/p/twisties-kaya-butter-toast-flavoured-corn-snacks-60g/3017043461,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MONDELEZ,,,,Twisties Kaya Butter Toast Flavoured Corn Snacks 60g,$6.39,$7.99,Be the first!,Japan,
HOKKAIDO Caramel Chocolate Chips 190g,https://www.yamibuy.com/en/p/hokkaido-royce-caramel-chocolate-chips-190g/3017012321,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ROYCE,$22.99,5 Options,,HOKKAIDO Caramel Chocolate Chips 190g,,,Be the first!,Japan,
Jaga Pirika Hokkaido Premium Potato 10packs,https://www.yamibuy.com/en/p/calbee-jaga-pirika-hokkaido-premium-potato-10packs/3017009971,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,,5,Jaga Pirika Hokkaido Premium Potato 10packs,$16.99,$18.99,5,Japan,3.6
Black Pepper Cheese Flavor Potato Chips 147g,https://www.yamibuy.com/en/p/black-pepper-cheese-flavor-potato-chips-147g/3017040741,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Pringles,,,,Black Pepper Cheese Flavor Potato Chips 147g,$6.39,$7.99,Be the first!,Japan,
Black Truffle Potato Chips 160g,https://www.yamibuy.com/en/p/black-truffle-potatoes-chips-160g/3017041161,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Mychef‘s,,,,Black Truffle Potato Chips 160g,$7.19,$8.99,Be the first!,Malaysia,
Smoky BBQZ Snacks 50g,https://www.yamibuy.com/en/p/smoky-bbqz-snacks-50g/3017041531,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HUANGFEIHONG,,,,Smoky BBQZ Snacks 50g,$4.79,$5.99,Be the first!,China,
Potato Crisps Cheese Flavour 160g,https://www.yamibuy.com/en/p/potato-crisps-cheese-flavour-160g/3017041181,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Mychef‘s,,,,Potato Crisps Cheese Flavour 160g,$6.39,$7.99,Be the first!,Malaysia,
Satay Flavour Potato Stick 72g,https://www.yamibuy.com/en/p/satay-flavour-potato-stick-72g/3017038241,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Master Master,,,,Satay Flavour Potato Stick 72g,$5.59,$6.99,Be the first!,Japan,
Cheexy Savoury 50g,https://www.yamibuy.com/en/p/miaow-miaow-cheexy-savoury-50g/3017035161,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MIAOW MIAOW,,,,Cheexy Savoury 50g,$4.79,$5.99,Be the first!,Malaysia,
Sweet Potato Fries 80g,https://www.yamibuy.com/en/p/ttl-taiwan-sweet-potato-fries-80g/3017034761,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TTL Taiwan,,,,Sweet Potato Fries 80g,$9.49,$9.99,1,Taiwan,5
Original Edition Potato Chips 68g,https://www.yamibuy.com/en/p/chitato-original-edition-potato-chips-68g/3017034601,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHITATO,,,,Original Edition Potato Chips 68g,$3.99,$4.99,Be the first!,Malaysia,
JAPAN HANABATAKEBOKUJO CARAMEL Popcorn 100g,https://www.yamibuy.com/en/p/japan-hokkaido-hanabatakebokujo-caramel-popcorn-100g/3017034511,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HOKKAIDO,,19 Options,,JAPAN HANABATAKEBOKUJO CARAMEL Popcorn 100g,$10.90,$17.99,Be the first!,Japan,
TOKYO BANANA Shellfish Aosa Chips 4pc,https://www.yamibuy.com/en/p/calbee-tokyo-banana-shellfish-aosa-chips-4pc/3017033441,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,4 Options,,TOKYO BANANA Shellfish Aosa Chips 4pc,$14.50,$18.99,2,Japan,5
MAMEE CHEF MISTER POTATO Tomato Flavor Potato Crisps 150g,https://www.yamibuy.com/en/p/mamee-chef-mister-potato-tomato-flavor-potato-crisps-150g/3017032211,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Pringles,,,,MAMEE CHEF MISTER POTATO Tomato Flavor Potato Crisps 150g,$4.79,$5.99,Be the first!,Japan,
TWISTIES Cheeky Cheddar Cheese 65g,https://www.yamibuy.com/en/p/twisties-cheeky-cheddar-cheese-65g/3017031221,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MONDELEZ,,,,TWISTIES Cheeky Cheddar Cheese 65g,$6.39,$7.99,Be the first!,Japan,
TWISTIES Sawadee Thai Sweet Chili Flavor 65g,https://www.yamibuy.com/en/p/twisties-sawadee-thai-sweet-chili-flavor-65g/3017031211,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MONDELEZ,,,,TWISTIES Sawadee Thai Sweet Chili Flavor 65g,$6.39,$7.99,Be the first!,Japan,
TWISTIES Cherry Tomato Bomb 65g,https://www.yamibuy.com/en/p/twisties-cherry-tomato-bomb-65g/3017031181,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MONDELEZ,,,,TWISTIES Cherry Tomato Bomb 65g,$6.39,$7.99,Be the first!,Japan,
TWISTIES Roast Chicken 60g,https://www.yamibuy.com/en/p/twisties-roast-chicken-65g/3017031171,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MONDELEZ,,,,TWISTIES Roast Chicken 60g,$6.39,$7.99,Be the first!,Japan,
JACK N JILL Calbee Smoky BBQ Potato Chips 60g,https://www.yamibuy.com/en/p/jack-n-jill-calbee-smoky-bbq-potato-chips-60g/3017029511,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JACK'N JILL,,,,JACK N JILL Calbee Smoky BBQ Potato Chips 60g,$6.39,$7.99,Be the first!,Philippine,
Smoked Flavoured Chips 60g,https://www.yamibuy.com/en/p/miaow-miaow-smoked-flavoured-chips-60g/3017029301,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MIAOW MIAOW,,,,Smoked Flavoured Chips 60g,$5.59,$6.99,Be the first!,Malaysia,
[China Direct Mail] Mimi Shrimp Stick Single Pack Crab Flavor Delicious Puffed Snacks Network Red Casual Nostalg,https://www.yamibuy.com/en/p/china-direct-mail-mimi-shrimp-stick-single-pack-crab-flavor-aishang-delicious-puffed-snacks-network-red-casual-nostalg/3017027751,https://cdn.yamibuy.net/item/5bbc1f5464051156bb58989b4945b35b_684x684.webp,aishang,$1.50,,,[China Direct Mail] Mimi Shrimp Stick Single Pack Crab Flavor Delicious Puffed Snacks Network Red Casual Nostalg,,,1,China,5
Hokkaido Fries Potato Chips 10 x 18g,https://www.yamibuy.com/en/p/calbee-hokkaido-fries-potato-chips-10-x-18g/3017027301,https://cdn.yamibuy.net/item/cb6f10614023d679e73a1f819d438278_684x684.webp,CALBEE,$29.99,,,Hokkaido Fries Potato Chips 10 x 18g,,,Be the first!,Japan,
French fries sticks spicy crayfish flavor fries snacks 100g,https://www.yamibuy.com/en/p/herb-flavor-ramen-noodles-spicy-flavor-snack-snacks-small-balls-snacks-snacks-childhood-snack-noodles-50g/3017026411,https://cdn.yamibuy.net/item/044040ff998265fda3fb8230cf8916cf_684x684.webp,BE & CHEERY,$4.90,2 Options,,French fries sticks spicy crayfish flavor fries snacks 100g,,,Be the first!,China,
Fries Sticks Spicy Fries Fries Snacks 100g,https://www.yamibuy.com/en/p/china-direct-mail-be-cheery-ramen-meatballs-mexican-beef-flavor-casual-maruko-crispy-noodles-childhood-snacks-50g/3017026401,https://cdn.yamibuy.net/item/044040ff998265fda3fb8230cf8916cf_684x684.webp,BE & CHEERY,$4.90,2 Options,,Fries Sticks Spicy Fries Fries Snacks 100g,,,Be the first!,China,
HOKKAIDO Potato Farm Pea Chips 6pc,https://www.yamibuy.com/en/p/hokkaido-calbee-potato-farm-pea-chips-6pc/3017015521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,18 Options,,HOKKAIDO Potato Farm Pea Chips 6pc,$14.99,$16.99,Be the first!,Japan,
Jaga Pirika Hokkaido Premium Potato 10pc,https://www.yamibuy.com/en/p/calbee-jaga-pirika-hokkaido-premium-potato-10pc/3017015501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,18 Options,,Jaga Pirika Hokkaido Premium Potato 10pc,$16.50,$19.90,2,Japan,4.5
Icy Lemon Snacks Limited Edition 90g,https://www.yamibuy.com/en/p/icy-lemon-snacks-limited-edition-90g/3017043581,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CORNTOZ,,,,Icy Lemon Snacks Limited Edition 90g,$6.39,$7.99,Be the first!,Malaysia,
Bruschette Chips Slow Roasted Garlic Flavour 70g,https://www.yamibuy.com/en/p/bruschette-chips-slow-roasted-garlic-flavour-70g/3017042181,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOPIKO,,,,Bruschette Chips Slow Roasted Garlic Flavour 70g,$6.39,$7.99,Be the first!,Indonesia,
Hotz & Spicy Snacks 50g,https://www.yamibuy.com/en/p/hotz-spicy-snacks-50g/3017041521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CORNTOZ,,,,Hotz & Spicy Snacks 50g,$4.79,$5.99,Be the first!,Malaysia,
Twist snack 55g,https://www.yamibuy.com/en/p/twist-snack-55g/3017041561,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,COSMOS,,,,Twist snack 55g,$5.59,$6.99,Be the first!,Korea,
Tapioca Crisp (With Chilli) Croquant Tapioca 50g,https://www.yamibuy.com/en/p/tapioca-crisp-with-chilli-croquant-tapioca-50g/3017041721,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MIAOW MIAOW,,,,Tapioca Crisp (With Chilli) Croquant Tapioca 50g,$4.79,$5.99,Be the first!,Malaysia,
MISTER POTATO Smoked chicken Flavor Potato Crisps 150g,https://www.yamibuy.com/en/p/mamee-chef-mister-potato-smoked-chicken-flavor-potato-crisps-150g/3017036471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MAMEE CHEF,$5.99,,,MISTER POTATO Smoked chicken Flavor Potato Crisps 150g,,,Be the first!,Malaysia,
JAPAN KIRARA Cheese Gome Okashi 38g,https://www.yamibuy.com/en/p/japan-kirara-cheese-gome-okashi-38g/3017036431,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DABANJINGGUO,,,,JAPAN KIRARA Cheese Gome Okashi 38g,$3.98,$9.90,Be the first!,Japan,
Twisties Spicy Seaweed Splash 60g,https://www.yamibuy.com/en/p/mondelez-twisties-spicy-seaweed-splash-60g/3017034651,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MONDELEZ,$4.99,,,Twisties Spicy Seaweed Splash 60g,,,Be the first!,Japan,
