Title,Title_link,brand-title,comment-star__count,Price,brand-variants,Headline,Field1,Field2,Field3
Preserved Dried Seedless Plum 80g,https://www.yamibuy.com/en/p/ljmp-preserved-dried-seedless-plum-80g/1019075391,LJMP,,$8.49,4 Options,Preserved Dried Seedless Plum 80g,Be the first!,Taiwan,
QAIOXING Dried Sweet Potato 320g,https://www.yamibuy.com/en/p/qaioxing-dried-sweet-potato-320g/1019004461,QIAO XING YUAN,110,$2.29,2 Options,QAIOXING Dried Sweet Potato 320g,110,China,4.3
Organic Hawthorn Berry(Freeze Dried) 70g,https://www.yamibuy.com/en/p/big-green-organic-hawthorn-berry-freeze-dried-70g/1021016961,BIG GREEN,168,$4.69,,Organic Hawthorn Berry(Freeze Dried) 70g,168,China,4.3
USDA Organic Freeze Dried Hawthorn Berry Slice 40g,https://www.yamibuy.com/en/p/big-green-organic-hawthorn-berry-slice-freeze-dried-40g/1021017121,BIG GREEN,46,$3.99,,USDA Organic Freeze Dried Hawthorn Berry Slice 40g,46,China,4.4
HAO BA SHI Dried Bean Curd Five Spices Flavor 95g,https://www.yamibuy.com/en/p/hao-ba-shi-dried-bean-curd-five-spices-flavor-95g/1019013971,HUIJIFOOD,24,$1.29,4 Options,HAO BA SHI Dried Bean Curd Five Spices Flavor 95g,24,China,4.1
Dried Bean Curd BBQ Flavor 100g,https://www.yamibuy.com/en/p/joytofu-dried-bean-curd-bbq-flavor-100g/1019006491,JOYTOFU,44,,4 Options,Dried Bean Curd BBQ Flavor 100g,44,China,3.9
Dried Jackfruit Bites 200g,https://www.yamibuy.com/en/p/jans-dried-jackfruit-bites-200g/1019026201,JANS,4,$5.39,,Dried Jackfruit Bites 200g,4,Indonesia,5
Soft Tofu Dried Bean Curd 80g,https://www.yamibuy.com/en/p/txfood-soft-tofu-dried-bean-curd-80g/1019007231,TXFOOD,16,$1.29,,Soft Tofu Dried Bean Curd 80g,16,China,4.1
HAO BA SHI Dried Beancurd BBQ Flavor 95g,https://www.yamibuy.com/en/p/hao-ba-shi-dried-beancurd-bbq-flavor-95g/1019041981,HUIJIFOOD,11,$1.49,4 Options,HAO BA SHI Dried Beancurd BBQ Flavor 95g,11,China,4.7
Non-GMO Dried Tofu Barbecue Sauce 100g,https://www.yamibuy.com/en/p/liao-hsin-lan-non-gmo-dried-tofu-barbecue-sauce-100g/1019053431,LIAO HSIN LAN,19,$2.89,,Non-GMO Dried Tofu Barbecue Sauce 100g,19,Taiwan,4.6
Dried Purple Sweet Potato 260g,https://www.yamibuy.com/en/p/yummy-house-dried-purple-sweet-potato-260g/1019004491,YUMMY HOUSE,114,$2.89,,Dried Purple Sweet Potato 260g,114,Hong Kong,4.1
Freeze Dried Mangosteen 40g,https://www.yamibuy.com/en/p/thaya-freeze-dried-mangosteen-40g/1019031861,THAYA,29,$7.79,3 Options,Freeze Dried Mangosteen 40g,29,Thailand,4.2
Coco Milk Dried Durian 70g,https://www.yamibuy.com/en/p/coco-milk-durian-70g/1019056291,SIAM'S ROYAL,3,$5.99,,Coco Milk Dried Durian 70g,3,Thailand,5
Non-GMO Dried Tofu Black paper (Vegan) 110g,https://www.yamibuy.com/en/p/liao-hsin-lan-non-gmo-dried-tofu-braised-vegan-100g/1019053451,LIAO HSIN LAN,10,$2.89,,Non-GMO Dried Tofu Black paper (Vegan) 110g,10,Taiwan,4.1
Dried Passion Fruit 100g,https://www.yamibuy.com/en/p/bestore-dried-passion-fruit-100g/1019042681,BESTORE,3,$5.19,,Dried Passion Fruit 100g,3,China,4.7
【Value Pack】Dried Bean Curd Snacks Barbecue Flavor 25g*10,https://www.yamibuy.com/en/p/value-pack-jinmofang-dried-bean-curd-snacks-barbecue-flavor-25g-10/1019057631,JINMOFANG,10,,6 Options,【Value Pack】Dried Bean Curd Snacks Barbecue Flavor 25g*10,10,China,4.6
Frozen-dried Mango 20g,https://www.yamibuy.com/en/p/item/1019053211,SUNGIVEN FOODS,15,,7 Options,Frozen-dried Mango 20g,15,China,4.4
Tomato Dried Bean Curd 115g,https://www.yamibuy.com/en/p/te-chang-food-tomato-dried-bean-curd-115g/1019006161,TE CHANG FOOD,21,$1.69,,Tomato Dried Bean Curd 115g,21,Taiwan,3.2
Dried Bean Curd Hot Flavor 100g,https://www.yamibuy.com/en/p/joytofu-dried-bean-curd-hot-flavor-100g/1019006471,JOYTOFU,75,$1.99,4 Options,Dried Bean Curd Hot Flavor 100g,75,China,4.3
Chongqing-Style Dried Bean Curd 150g,https://www.yamibuy.com/en/p/chongqing-style-dried-bean-curd-150g/1019062551,yifen,11,$3.69,,Chongqing-Style Dried Bean Curd 150g,11,China,4.6
Spicy dried tofu 250g,https://www.yamibuy.com/en/p/shudaoxiang-spicy-dried-tofu-250g/1019056271,SHUDAOXIANG,13,$2.99,,Spicy dried tofu 250g,13,China,3.9
SHENSHOU Dried Mango 25g,https://www.yamibuy.com/en/p/shenshou-dried-mango-25g/1019030271,神守,11,$4.59,6 Options,SHENSHOU Dried Mango 25g,11,China,4.1
LYF Five Colors Freeze-Dried Fruit 32g,https://www.yamibuy.com/en/p/lyf-five-colors-freeze-dried-fruit-32g/1019046891,yifen,10,$4.29,,LYF Five Colors Freeze-Dried Fruit 32g,10,China,4.3
Dried Apricot 110g,https://www.yamibuy.com/en/p/dried-apricots-110g/1019066861,SYZ,6,$4.49,,Dried Apricot 110g,6,China,5
HAO BA SHI Q Dried Bean Curd Spicy Flavor 80g,https://www.yamibuy.com/en/p/hao-ba-shi-q-dried-bean-curd-spicy-flavor-80g/1019041921,HUIJIFOOD,3,$1.59,2 Options,HAO BA SHI Q Dried Bean Curd Spicy Flavor 80g,3,China,4.7
Thin Dried Tofu 150g,https://www.yamibuy.com/en/p/thin-dried-tofu-150g/1019075721,LJMP,,$5.99,,Thin Dried Tofu 150g,Be the first!,Taiwan,
Dried Mango 108g,https://www.yamibuy.com/en/p/bestore-dried-mango-108g/1019015721,BESTORE,61,$5.29,,Dried Mango 108g,61,China,4.7
LJMP Preserved Dried Plum 80g,https://www.yamibuy.com/en/p/ljmp-016731/1019075381,LJMP,,$3.99,4 Options,LJMP Preserved Dried Plum 80g,Be the first!,Taiwan,
Dried Mushroom Seaweed Flavor 50g,https://www.yamibuy.com/en/p/guxiangguxiang-dried-mushroom-seaweed-flavor-50g/1019045491,GuXiangGuXiang,4,$5.99,3 Options,Dried Mushroom Seaweed Flavor 50g,4,China,4.5
Thin Dried Bean Curd Spicy Flavor 160g,https://www.yamibuy.com/en/p/bestore-thin-dried-bean-160g/1019021211,BESTORE,,$3.49,2 Options,Thin Dried Bean Curd Spicy Flavor 160g,Be the first!,China,
Dried Pineapple Slices 108g,https://www.yamibuy.com/en/p/dried-pineapple-slices-108g/1019064061,GUOMUYEXIA,,$10.99,,Dried Pineapple Slices 108g,Be the first!,China,
Dried Bean Curd Satay 100g (new packaging),https://www.yamibuy.com/en/p/hsintungyang-dried-bean-curd-satay-100g-new-packaging/1019003831,HSINTUNGYANG,47,$1.69,,Dried Bean Curd Satay 100g (new packaging),47,Taiwan,4.4
HEFENGYUAN Dried Sweet Potato Piece 150g,https://www.yamibuy.com/en/p/hefengyuan-dried-sweet-potato-piece-150g/1019006861,HE FENG YUAN,32,$2.29,2 Options,HEFENGYUAN Dried Sweet Potato Piece 150g,32,China,3.7
HAO BAO SHI Dried Bean Curd Five Spices Flavor 218g,https://www.yamibuy.com/en/p/hao-bao-shi-dried-bean-curd-five-spices-flavor-218g/1019006381,HUIJIFOOD,57,,3 Options,HAO BAO SHI Dried Bean Curd Five Spices Flavor 218g,57,China,4.5
Spicy Hot Dried Bean Curd 108g,https://www.yamibuy.com/en/p/wuxianzhai-spicy-hot-dried-bean-curd-108g/1019011211,WUXIANZHAI,50,$1.99,,Spicy Hot Dried Bean Curd 108g,50,China,4.2
Grilled Dried Bean Curd 100g (new packaging),https://www.yamibuy.com/en/p/hsintungyang-grilled-dried-bean-curd-100g-new-packaging/1019003841,HSINTUNGYANG,39,$1.69,,Grilled Dried Bean Curd 100g (new packaging),39,Taiwan,4.2
Freeze Dried Durian 40g,https://www.yamibuy.com/en/p/thaya-freeze-dried-durian-40g/1019031851,THAYA,33,$7.79,3 Options,Freeze Dried Durian 40g,33,Thailand,4.6
Non-GMO Dried Tofu Spicy Flavor 100g,https://www.yamibuy.com/en/p/liao-hsin-lan-non-gmo-dried-tofu-spicy-flavor-100g/1019053441,LIAO HSIN LAN,24,$2.89,,Non-GMO Dried Tofu Spicy Flavor 100g,24,Taiwan,4.2
Dried Bean Curd Grilled BBQ Flavor 80g,https://www.yamibuy.com/en/p/txfood-dried-bean-curd-grilled-bbq-flavor-80g/1019007261,TXFOOD,24,$1.49,,Dried Bean Curd Grilled BBQ Flavor 80g,24,China,4.4
YIMENG Dried Purple Potato 100g,https://www.yamibuy.com/en/p/yimeng-dried-purple-potato-100g/1019019721,YI-MENG RED FARM,24,$3.49,,YIMENG Dried Purple Potato 100g,24,China,4.4
Shuangkoujia Q Dried Bean Curd Spicy Flavor 400g,https://www.yamibuy.com/en/p/shuangkoujia-q-dried-bean-curd-spicy-flavor-400g/1019014981,SHUANG KOU JIA,20,$4.89,4 Options,Shuangkoujia Q Dried Bean Curd Spicy Flavor 400g,20,China,4.2
Korean Semi-dried Sweet Potato with Roasted Coconut Chips 60g,https://www.yamibuy.com/en/p/koko-farm-korean-semi-dried-sweet-potato-with-roasted-coconut-chips-60g/1019046041,KOKO FARM,17,$2.79,2 Options,Korean Semi-dried Sweet Potato with Roasted Coconut Chips 60g,17,Korea,4.2
Manga Dried 100g,https://www.yamibuy.com/en/p/be-manga-dried-100g/1019022861,BE,12,$2.49,2 Options,Manga Dried 100g,12,Thailand,4.4
Garlic Dried Tofu 150g,https://www.yamibuy.com/en/p/ljmp-garlic-dried-tofu-thread-150g/1019075371,LJMP,,$4.29,4 Options,Garlic Dried Tofu 150g,Be the first!,Taiwan,
Dried Plum 22g,https://www.yamibuy.com/en/p/dried-plum-22g/1019064971,NATORI,5,$2.59,,Dried Plum 22g,5,Japan,5
Freeze-Dried Longan 20g,https://www.yamibuy.com/en/p/thaya-20g-freeze-dried-longan-50pcs-carton/1019050631,THAYA,6,$3.39,,Freeze-Dried Longan 20g,6,Thailand,4
Chuanxiang Dried Bean Spicy Flavor 125g,https://www.yamibuy.com/en/p/yifen-chuanxiang-dried-bean-spicy-flavor-125g/1019028121,yifen,6,$3.99,,Chuanxiang Dried Bean Spicy Flavor 125g,6,China,3.8
Dried Beans BBQ Flavor 180g,https://www.yamibuy.com/en/p/zhangfei-dried-beans-bbq-flavor-180g/1019048371,ZHANGFEI,4,,4 Options,Dried Beans BBQ Flavor 180g,4,China,4.5
LJMP Shacha Dried Tofu 150g,https://www.yamibuy.com/en/p/ljmp-shacha-dried-tofu-150g/1019075711,LJMP,1,$5.99,,LJMP Shacha Dried Tofu 150g,1,Taiwan,2
HAO BAO SHI Dried Beancurd BBQ Flavor 65g,https://www.yamibuy.com/en/p/hao-bao-shi-dried-beancurd-bbq-flavor-65g/1019041951,HUIJIFOOD,8,$1.29,4 Options,HAO BAO SHI Dried Beancurd BBQ Flavor 65g,8,China,3.5
HAO BA SHI Squid Dried Bean Curd 60g,https://www.yamibuy.com/en/p/hao-ba-shi-squid-dried-bean-curd-60g/1019041871,HUIJIFOOD,2,$1.49,,HAO BA SHI Squid Dried Bean Curd 60g,2,China,4
WEI CHUAN Organic Dried Red Jujubes 340g,https://www.yamibuy.com/en/p/wei-chuan-organic-dried-red-jujubes-340g/1019017281,WEIQUAN,2,$3.69,,WEI CHUAN Organic Dried Red Jujubes 340g,2,United States,5
Flavor Dried Tofu Hot Flavor 180g,https://www.yamibuy.com/en/p/bestore-flavor-dried-tofu-hot-flavor-180g/1019058291,BESTORE,3,$5.29,,Flavor Dried Tofu Hot Flavor 180g,3,China,4.7
Dried Mango 100g,https://www.yamibuy.com/en/p/dried-mango-100g/1019069161,QINQUAN,,$8.99,,Dried Mango 100g,Be the first!,Taiwan,
HAO BA SHI Dried Bean Curd Mixed Flavor 220g,https://www.yamibuy.com/en/p/hao-ba-shi-dried-bean-curd-mixed-flavor-220g/1019003931,HUIJIFOOD,80,,3 Options,HAO BA SHI Dried Bean Curd Mixed Flavor 220g,80,China,4.4
Dried Bean Curd 210g,https://www.yamibuy.com/en/p/yongrixiang-dried-bean-curd-210g/1019005511,YONGRIXIANG,76,$1.89,,Dried Bean Curd 210g,76,China,4.7
WEI CHUAN Organic Dried Black Jujubes 340g,https://www.yamibuy.com/en/p/wei-chuan-organic-dried-black-jujubes-340g/1019017291,WEIQUAN,6,$3.79,,WEI CHUAN Organic Dried Black Jujubes 340g,6,United States,4.8
Dried Tofu Bean Curd 80g,https://www.yamibuy.com/en/p/txfood-dried-tofu-bean-curd-80g/1019007221,TXFOOD,30,$1.29,,Dried Tofu Bean Curd 80g,30,China,4.2
Dried Purple Yam 400g,https://www.yamibuy.com/en/p/rongfang-dried-purple-yam-400g/1019074991,RongFang,6,$9.99,,Dried Purple Yam 400g,6,China,4
HSIN TUNG YANG Dried Bean Curd Delicious 100g,https://www.yamibuy.com/en/p/hsin-tung-yang-dried-bean-curd-delicious-100g/1019006311,HSINTUNGYANG,19,$1.69,,HSIN TUNG YANG Dried Bean Curd Delicious 100g,19,Taiwan,4.2
HEFENGYUAN Dried Purple Yam 150g,https://www.yamibuy.com/en/p/hefengyuan-dried-purple-yam-150g/1019006851,HE FENG YUAN,69,$2.29,,HEFENGYUAN Dried Purple Yam 150g,69,China,4.2
Freeze Dried Crispy Mango Sticky Rice 20g,https://www.yamibuy.com/en/p/thaya-20g-thaya-sticky-rice-freeze-dried-mango-50pcs-carton/1019050611,THAYA,25,,4 Options,Freeze Dried Crispy Mango Sticky Rice 20g,25,Thailand,4.4
Dried Yellow Peach 106g,https://www.yamibuy.com/en/p/mr-fang-s-store-dried-yellow-peaches-106g/1019060241,MR FANG'S STORE,24,$4.49,,Dried Yellow Peach 106g,24,China,5
Dried Bean Curd Spicy 100g,https://www.yamibuy.com/en/p/hsintungyang-dried-bean-curd-spicy-100g/1019003851,HSINTUNGYANG,19,$1.69,,Dried Bean Curd Spicy 100g,19,Taiwan,3.9
Freeze Dried Logan with Durian 20g,https://www.yamibuy.com/en/p/thaya-20g-freeze-dried-longan-with-durian-50pcs-carton/1019050641,THAYA,19,$3.39,4 Options,Freeze Dried Logan with Durian 20g,19,Thailand,4.7
Freeze-Dried Durian 58g,https://www.yamibuy.com/en/p/freeze-dried-durian-58g/1019064391,YOULINGYOUSHI,13,$7.49,,Freeze-Dried Durian 58g,13,China,4.4
LYF No.1 Golden Dried Mango Slices 108g,https://www.yamibuy.com/en/p/lyf-no-1-golden-mango-meat-108g/1019047671,yifen,19,,,LYF No.1 Golden Dried Mango Slices 108g,19,China,4.5
HAO BA SHI Dried Bean Curd Spicy Flavor 95g,https://www.yamibuy.com/en/p/hao-ba-shi-dried-bean-curd-spicy-flavor-95g/1019013981,HUIJIFOOD,57,$1.29,4 Options,HAO BA SHI Dried Bean Curd Spicy Flavor 95g,57,China,4.1
Dried Bean Curd Five Flavor 100g,https://www.yamibuy.com/en/p/joytofu-dried-bean-curd-five-flavor-100g/1019006501,JOYTOFU,45,$1.89,4 Options,Dried Bean Curd Five Flavor 100g,45,China,4.2
Freeze-Dried Mango 20g,https://www.yamibuy.com/en/p/thaya-20g-freeze-dried-mango-50pcs-carton/1019050621,THAYA,19,$3.39,4 Options,Freeze-Dried Mango 20g,19,Thailand,4.6
Dried Mango 100g,https://www.yamibuy.com/en/p/huilalishan-dried-mango-100g/1019047121,HUILALISHAN,22,$7.99,,Dried Mango 100g,22,Hong Kong,3.3
Dried Mangoes 200g,https://www.yamibuy.com/en/p/red-bowl-dried-mangoes-200g/1019046021,RED BOWL,16,$5.19,,Dried Mangoes 200g,16,Thailand,4.7
Dried Tofu Spicy Flavor 238g,https://www.yamibuy.com/en/p/bestore-dried-tofu-spicy-flavor-238g/1019026551,BESTORE,5,$4.89,2 Options,Dried Tofu Spicy Flavor 238g,5,China,5
YIMENG Dried Sweet Potato 300g,https://www.yamibuy.com/en/p/yimeng-dried-sweet-potato-300g/1019019711,YI-MENG RED FARM,27,$4.69,,YIMENG Dried Sweet Potato 300g,27,China,4.3
Dried Beans Chili Flavor 180g,https://www.yamibuy.com/en/p/zhangfei-dried-beans-chili-flavor-180g/1019048391,ZHANGFEI,7,,4 Options,Dried Beans Chili Flavor 180g,7,China,4.1
HAO BA SHI Vegetable Dried Bean Curd Numb Spicy Flavor 90g,https://www.yamibuy.com/en/p/hao-ba-shi-vegetable-dried-bean-curd-numb-spicy-flavor-90g/1019041891,HUIJIFOOD,6,$1.69,2 Options,HAO BA SHI Vegetable Dried Bean Curd Numb Spicy Flavor 90g,6,China,4.3
Thin Dried Bean Curd Sweet and Spicy Flavor 160g,https://www.yamibuy.com/en/p/bestore-thin-curd-sweet-and-spicy-flavor-160g/1019021261,BESTORE,6,$3.29,2 Options,Thin Dried Bean Curd Sweet and Spicy Flavor 160g,6,China,5
HAO BAO SHI Dried Bean Curd Chicken Flavor 65g,https://www.yamibuy.com/en/p/hao-bao-shi-dried-bean-curd-chicken-flavor-65g/1019041961,HUIJIFOOD,5,$1.29,4 Options,HAO BAO SHI Dried Bean Curd Chicken Flavor 65g,5,China,4
Dried Mushroom Salt and Pepper Flavor 50g,https://www.yamibuy.com/en/p/guxiangguxiang-dried-mushroom-salt-and-pepper-flavor-50g/1019045501,GuXiangGuXiang,5,$5.99,3 Options,Dried Mushroom Salt and Pepper Flavor 50g,5,China,4.2
HAO BAO SHI Dried Bean Curd Beef Flavor 65g,https://www.yamibuy.com/en/p/hao-bao-shi-dried-bean-curd-beef-flavor-65g/1019041971,HUIJIFOOD,3,$1.29,4 Options,HAO BAO SHI Dried Bean Curd Beef Flavor 65g,3,China,4
Freeze-Dried Strawberries 30g,https://www.yamibuy.com/en/p/freeze-dried-strawberries-30g/1019069521,DONGDONG,8,$4.39,,Freeze-Dried Strawberries 30g,8,China,4.8
Dried Mushroom Original Flavor 50g,https://www.yamibuy.com/en/p/guxiangguxiang-dried-mushroom-original-flavor-50g/1019045471,GuXiangGuXiang,2,$5.99,3 Options,Dried Mushroom Original Flavor 50g,2,China,4
Mixed Dried Vegetable and Fruit 72g,https://www.yamibuy.com/en/p/bestore-mixed-dried-vegetable-and-fruit-72g/1019030231,BESTORE,2,$3.69,,Mixed Dried Vegetable and Fruit 72g,2,China,4
Dried Howthorn 130g,https://www.yamibuy.com/en/p/dried-howthorn-130g/1019071561,YI-MENG RED FARM,3,$4.89,,Dried Howthorn 130g,3,China,4.3
HAO BAO SHI Dried Beancurd Spicy Flavor 65g,https://www.yamibuy.com/en/p/hao-bao-shi-dried-beancurd-spicy-flavor-65g/1019013991,HUIJIFOOD,40,$1.29,4 Options,HAO BAO SHI Dried Beancurd Spicy Flavor 65g,40,China,4.2
Spiced Dried Bean Curd 108g,https://www.yamibuy.com/en/p/wuxianzhai-spiced-dried-bean-curd-108g/1019011221,WUXIANZHAI,33,$1.99,,Spiced Dried Bean Curd 108g,33,WUXIANZHAI,4.3
Vacuum Freeze-Dried Durian Monthong 60g,https://www.yamibuy.com/en/p/dandy-vacuum-freeze-dried-durian-monthong-60g/1019024761,DANDY,30,$8.89,,Vacuum Freeze-Dried Durian Monthong 60g,30,Hong Kong,4.7
PINLAI DRIED TUFO 500g,https://www.yamibuy.com/en/p/pinlai-dried-tufo-500g/1019005621,PIN LAI,23,$3.69,,PINLAI DRIED TUFO 500g,23,China,4.1
HSIN TUNG YANG Dried Bean Curd Soy Sauce Flavored 100g,https://www.yamibuy.com/en/p/hsin-tung-yang-dried-bean-curd-soy-sauce-flavored-100g/1019006301,HSINTUNGYANG,17,$1.69,,HSIN TUNG YANG Dried Bean Curd Soy Sauce Flavored 100g,17,Taiwan,4.5
【Value Pack】Dried Bean Curd Snack Garlic Flavor 25g*10,https://www.yamibuy.com/en/p/value-pack-jinmofang-dried-bean-curd-snack-garlic-flavor-25g-10/1019057641,JINMOFANG,16,,6 Options,【Value Pack】Dried Bean Curd Snack Garlic Flavor 25g*10,16,China,4.8
Spicy Soybean Curd with Chili 90g,https://www.yamibuy.com/en/p/spicy-dried-tofu-with-chili-90g/1019062351,YOUYOU,4,$1.49,3 Options,Spicy Soybean Curd with Chili 90g,4,China,2.5
Hawthorn Chips 150g,https://www.yamibuy.com/en/p/hawthorn-chips-150g/1019069791,OSAY,2,$2.49,,Hawthorn Chips 150g,2,China,4.5
Nata De Coco Jubes Pandan Flavor 360g,https://www.yamibuy.com/en/p/wong-coco-jubes-nata-de-coco-pandan-flavor-360g/1019005251,WONG COCO,12,$1.89,4 Options,Nata De Coco Jubes Pandan Flavor 360g,12,Indonesia,4.7
Hawthorn Strips 150g,https://www.yamibuy.com/en/p/hawthorn-strips-150g/1019069801,OSAY,1,$2.49,,Hawthorn Strips 150g,1,China,5
Preserved Plum Seedless 150g,https://www.yamibuy.com/en/p/preserved-plum-seedless-150g/1019075401,LJMP,,$4.29,4 Options,Preserved Plum Seedless 150g,Be the first!,Taiwan,
Fruit Minis Raspberry Blueberry 5 Pack 100g,https://www.yamibuy.com/en/p/fruit-minis-raspberry-blueberry-5-pack-100g/1019075901,Bear,,$4.49,,Fruit Minis Raspberry Blueberry 5 Pack 100g,Be the first!,China,
ChanMoYu Spicy Flavor 180g,https://www.yamibuy.com/en/p/weilong-chanmoyu-spicy-flavor-180g/1019006881,WEILONG,640,$3.39,,ChanMoYu Spicy Flavor 180g,640,China,4.7
Spicy Soybean Curd 90g,https://www.yamibuy.com/en/p/spicy-dried-tofu-90g/1019062361,YOUYOU,1,$1.49,3 Options,Spicy Soybean Curd 90g,1,China,3
Wugang Spicy Tofu Snack 300g,https://www.yamibuy.com/en/p/wugang-spicy-tofu-snack-300g/1019065281,FANGJIE,5,$2.99,,Wugang Spicy Tofu Snack 300g,5,China,4.6
Haw Flakes 380g,https://www.yamibuy.com/en/p/lam-sheng-kee-haw-flakes-380g/1019005091,LAM SHENG KEE,4,$3.49,,Haw Flakes 380g,4,Taiwan,4
Da Mian Jin 102g/116g,https://www.yamibuy.com/en/p/weilong-da-mian-jin-102g-116g/1019005221,WEILONG,742,$1.69,3 Options,Da Mian Jin 102g/116g,742,China,4.4
Spicy Soybean Curd with Mushrooms 80g,https://www.yamibuy.com/en/p/spicy-dried-tofu-with-mushrooms-80g/1019062371,YOUYOU,7,$1.49,3 Options,Spicy Soybean Curd with Mushrooms 80g,7,China,4.7
Da Mian Jin 106g,https://www.yamibuy.com/en/p/weilong-da-mian-jin-106g/1019012581,WEILONG,380,,3 Options,Da Mian Jin 106g,380,China,4.6
Genji Vintage Spicy Slices 230g,https://www.yamibuy.com/en/p/genji-vintage-spicy-slices-230g/1019025261,Genji Food,215,$2.29,3 Options,Genji Vintage Spicy Slices 230g,215,China,4.6
Spicy Bean Curd Very Spicy 90g,https://www.yamibuy.com/en/p/spicy-bean-curd-very-spicy-90g/1019075601,MALAWANGZI,35,$1.79,,Spicy Bean Curd Very Spicy 90g,35,China,4.7
YI-MENG Commune Hawthom Meltose 260g,https://www.yamibuy.com/en/p/yi-meng-commune-hawthom-meltose-260g/1019024011,YI-MENG RED FARM,9,$3.89,,YI-MENG Commune Hawthom Meltose 260g,9,China,4.7
Stinky Tofu Spicy,https://www.yamibuy.com/en/p/stinky-tofu-spicy/1019066831,YUMIZHIXIANG,8,$8.49,2 Options,Stinky Tofu Spicy,8,China,5
Black Plum 230g,https://www.yamibuy.com/en/p/farmer-s-grange-qiao-acid-black-plum-canned-230g/1019047561,FARMER'S GRANGE,5,$5.89,,Black Plum 230g,5,China,4.6
ZHANGQI LONG Vegetarian Meat Spicy 102g,https://www.yamibuy.com/en/p/zhangqi-long-vegetarian-meat-spicy-102g/1019045731,ZHANGQILONG,265,,3 Options,ZHANGQI LONG Vegetarian Meat Spicy 102g,265,China,4.7
Kiss-Burn Beef Flavored 300g,https://www.yamibuy.com/en/p/weilong-kiss-burn-beef-flavored-300g/1019006891,WEILONG,237,,4 Options,Kiss-Burn Beef Flavored 300g,237,China,4.7
Lipton Fruits In Tea Sour Fruits 440g,https://www.yamibuy.com/en/p/lipton-fruits-in-tea-sour-fruits-440g/1018043001,KASUGAI,3,$2.29,,Lipton Fruits In Tea Sour Fruits 440g,3,Japan,3.7
Non-Carbonated Mini Soft Drink 4Packs Fruits&Veggies Flavor  840ml,https://www.yamibuy.com/en/p/calpico-non-carbonated-mini-soft-drink-4packs-fruits-veggies-flavor-840ml/1020017621,CALPICO,3,$5.25,,Non-Carbonated Mini Soft Drink 4Packs Fruits&Veggies Flavor  840ml,3,Japan,5
Red Guava Mixed Fruits Juice Drink 320ml,https://www.yamibuy.com/en/p/taiwan-hey-song-red-guava-mixed-fruits-juice-drink-320ml/1020006561,HEY-SONG,3,$1.09,,Red Guava Mixed Fruits Juice Drink 320ml,3,Taiwan,5
